epoch,acc,loss,val_acc,val_loss
0,0.9996283951556052,0.0009919362684739012,0.9969053946165359,0.015091166185144299
1,0.9996898136289512,0.000729410708863168,0.9969053946165359,0.014922922083105031
2,0.999711598453682,0.0006126786961445881,0.9982316534040672,0.01327549905852175
